Name,Symbol
Citius Pharmaceuticals Inc. Warrant,CTXRW
Citrix Systems Inc. Common Stock,CTXS
Qwest Corporation 6.125% Notes due 2053,CTY
Cubic Corporation Common Stock,CUB
Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,CUBA
Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,CUBB
CubeSmart Common Shares,CUBE
Customers Bancorp Inc Common Stock,CUBI
Customers Bancorp Inc,CUBI.PRC
Customers Bancorp Inc,CUBI.PRD
Customers Bancorp Inc,CUBI.PRE
Customers Bancorp Inc,CUBI.PRF
Cue Biopharma Inc. Common Stock,CUE
Carnival Plc ADS ADS,CUK
Culp Inc. Common Stock,CULP
CuriosityStream Inc. Class A Common Stock,CURI
CuriosityStream Inc. Warrant,CURIW
CURO Group Holdings Corp. Common Stock,CURO
Cutera Inc. Common Stock,CUTR
Cousins Properties Incorporated Common Stock,CUZ
Covanta Holding Corporation Common Stock,CVA
CureVac N.V. Ordinary Shares,CVAC
CVB Financial Corporation Common Stock,CVBF
Cavco Industries Inc. Common Stock When Issued,CVCO
Central Valley Community Bancorp Common Stock,CVCY
Cenovus Energy Inc Common Stock,CVE
Civeo Corporation (Canada) Common Shares,CVEO
Covetrus Inc. Common Stock,CVET
Commercial Vehicle Group Inc. Common Stock,CVGI
Calavo Growers Inc. Common Stock,CVGW
CVR Energy Inc. Common Stock,CVI
Conversion Labs Inc. Common Stock,CVLB
Covenant Logistics Group Inc. Class A Common Stock,CVLG
Commvault Systems Inc. Common Stock,CVLT
Codorus Valley Bancorp Inc Common Stock,CVLY
Cel-Sci Corporation Common Stock,CVM
Carvana Co. Class A Common Stock,CVNA
Chicago Rivet & Machine Co. Common Stock,CVR
CVS Health Corporation Common Stock,CVS
CPI Aerostructures Inc. Common Stock,CVU
CVD Equipment Corporation Common Stock,CVV
Chevron Corporation Common Stock,CVX
Curtiss-Wright Corporation Common Stock,CW
Community West Bancshares Common Stock,CWBC
CohBar Inc. Common Stock,CWBR
Consolidated Water Co. Ltd. Ordinary Shares,CWCO
Clearway Energy Inc. Class C Common Stock,CWEN
Clearway Energy Inc. Class A Common Stock,CWEN.A
Camping World Holdings Inc. Class A Commom Stock,CWH
Cushman & Wakefield plc Ordinary Shares,CWK
Casella Waste Systems Inc. Class A Common Stock,CWST
California Water Service Group Common Stock,CWT
Cemex S.A.B. de C.V. Sponsored ADR,CX
China XD Plastics Company Limited Common Stock,CXDC
Crexendo Inc. Common Stock,CXDO
MFS High Income Municipal Trust Common Stock,CXE
MFS Investment Grade Municipal Trust Common Stock,CXH
Concho Resources Inc. Common Stock,CXO
Columbia Property Trust Inc. Common Stock,CXP
CoreCivic Inc. Common Stock,CXW
Celyad SA American Depositary Shares,CYAD
Cyanotech Corporation Common Stock,CYAN
CyberOptics Corporation Common Stock,CYBE
CyberArk Software Ltd. Ordinary Shares,CYBR
Cyclacel Pharmaceuticals Inc. Common Stock,CYCC
Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,CYCCP
Cyclerion Therapeutics Inc. Common Stock,CYCN
China Yuchai International Limited Common Stock,CYD
Community Health Systems Inc. Common Stock,CYH
CYREN Ltd. Ordinary Shares,CYRN
CryoPort Inc. Common Stock,CYRX
Cyclo Therapeutics Inc. Common Stock,CYTH
Cyclo Therapeutics Inc. Warrant,CYTHW
Cytokinetics Incorporated Common Stock,CYTK
Citizens & Northern Corp Common Stock,CZNC
Caesars Entertainment Inc. Common Stock,CZR
Citizens Community Bancorp Inc. Common Stock,CZWI
Cosan Limited Class A Common Stock,CZZ
Dominion Energy Inc. Common Stock,D
Danaos Corporation Common Stock,DAC
Dada Nexus Limited American Depositary Shares,DADA
Data I/O Corporation Common Stock,DAIO
Daktronics Inc. Common Stock,DAKT
Delta Air Lines Inc. Common Stock,DAL
Dana Incorporated Common Stock ,DAN
Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,DAO
Darling Ingredients Inc. Common Stock,DAR
Dare Bioscience Inc. Common Stock,DARE
DoorDash Inc. Class A Common Stock,DASH
FT Cboe Vest U.S. Equity Deep Buffer ETF - August,DAUG
Endava plc American Depositary Shares (each representing one Class A Ordinary Share),DAVA
Deutsche Bank AG Common Stock,DB
Diebold Nixdorf Incorporated Common Stock,DBD
Roman DBDR Tech Acquisition Corp. Class A Common Stock,DBDR
Roman DBDR Tech Acquisition Corp. Unit,DBDRU
Roman DBDR Tech Acquisition Corp. Warrant,DBDRW
Designer Brands Inc. Class A Common Stock,DBI
DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,DBL
Innovator Double Stacker 9 Buffer ETF - October,DBOC
DBV Technologies S.A. American Depositary Shares,DBVT
Dropbox Inc. Class A Common Stock,DBX
Docebo Inc. Common Shares,DCBO
BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,DCF
Donaldson Company Inc. Common Stock,DCI
Ducommun Incorporated Common Stock,DCO
Dime Community Bancshares Inc. Common Stock,DCOM
Dime Community Bancshares Inc. 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,DCOMP
DCP Midstream  LP Common Units ,DCP
DCP Midstream LP,DCP.PRB
DCP Midstream LP,DCP.PRC
Deciphera Pharmaceuticals Inc. Common Stock,DCPH
Decarbonization Plus Acquisition Corporation Unit,DCRBU
Duck Creek Technologies Inc. Common Stock,DCT
Delcath Systems Inc. Common Stock,DCTH
Dominion Energy Inc. 2019 Series A Corporate Units,DCUE
DuPont de Nemours Inc. Common Stock,DD
3D Systems Corporation Common Stock,DDD
Delaware Investments Dividend & Income Fund Inc. Common Stock,DDF
DoubleDown Interactive Co. Ltd.,DDI
DD3 Acquisition Corp. II Unit,DDMXU
Datadog Inc. Class A Common Stock,DDOG
Dillard's Inc. Common Stock,DDS
Dillard's Capital Trust I,DDT
Deere & Company Common Stock,DE
Easterly Government Properties Inc. Common Stock,DEA
Deckers Outdoor Corporation Common Stock,DECK
TrueShares Structured Outcome (December) ETF,DECZ
Emles Trust Emles Protective Allocation ETF,DEFN
D8 Holdings Corp. Class A Ordinary Shares,DEH
D8 Holdings Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,DEH.U
D8 Holdings Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,DEH.WS
Douglas Emmett Inc. Common Stock,DEI
Dell Technologies Inc. Class C Common Stock ,DELL
Denbury Inc. Common Stock,DEN
Denny's Corporation Common Stock,DENN
Diageo plc Common Stock,DEO
Despegar.com Corp. Ordinary Shares,DESP
Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,DEX
FT Cboe Vest U.S. Equity Deep Buffer ETF - February,DFEB
Diffusion Pharmaceuticals Inc. Common Stock,DFFN
Deerfield Healthcare Technology Acquisitions Corp. Class A Common Stock,DFHT
Deerfield Healthcare Technology Acquisitions Corp. Unit,DFHTU
Deerfield Healthcare Technology Acquisitions Corp. Warrant,DFHTW
TRIMTABS ETF TRUST,DFHY
Donnelley Financial Solutions Inc. Common Stock ,DFIN
LGL Systems Acquisition Corp. Common Stock,DFNS
LGL Systems Acquisition Corp. Units,DFNS.U
LGL Systems Acquisition Corp. Redeemable Warrants each whole warrant exercisable for shares of Class A Common Stock at an exercise price of $11.50 per share,DFNS.WS
TRIMTABS ETF TRUST,DFNV
Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP
DFP Healthcare Acquisitions Corp. Class A Common Stock,DFPH
DFP Healthcare Acquisitions Corp. Unit,DFPHU
DFP Healthcare Acquisitions Corp. Warrant,DFPHW
Discover Financial Services Common Stock,DFS
Dollar General Corporation Common Stock,DG
Donegal Group Inc. Class A Common Stock,DGICA
Donegal Group Inc. Class B Common Stock,DGICB
Digi International Inc. Common Stock,DGII
Digital Ally Inc. Common Stock,DGLY
Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,DGNR
Dragoneer Growth Opportunities Corp. Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant,DGNR.U
Dragoneer Growth Opportunities Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,DGNR.WS
Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,DGNS
Quest Diagnostics Incorporated Common Stock,DGX
Diversified Healthcare Trust Common Shares of Beneficial Interest,DHC
Diversified Healthcare Trust 5.625% Senior Notes due 2042,DHCNI
Diversified Healthcare Trust 6.25% Senior Notes Due 2046,DHCNL
BNY Mellon High Yield Strategies Fund Common Stock,DHF
D.R. Horton Inc. Common Stock,DHI
Diamond Hill Investment Group Inc. Class A Common Stock,DHIL
Danaher Corporation Common Stock,DHR
Danaher Corporation,DHR.PRA
Danaher Corporation,DHR.PRB
DHT Holdings Inc.,DHT
DHI Group Inc. Common Stock,DHX
Credit Suisse High Yield Bond Fund Common Stock,DHY
Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,DIAX
Dine Brands Global Inc. Common Stock,DIN
Diodes Incorporated Common Stock,DIOD
Walt Disney Company (The) Common Stock,DIS
Discovery Inc. Series A Common Stock,DISCA
Discovery Inc. Series B Common Stock,DISCB
Discovery Inc. Series C Common Stock,DISCK
DISH Network Corporation Class A Common Stock,DISH
AMCON Distributing Company Common Stock,DIT
Daily Journal Corp. (S.C.) Common Stock,DJCO
FT Cboe Vest U.S. Equity Deep Buffer ETF - July,DJUL
FT Cboe Vest U.S. Equity Deep Buffer ETF - June,DJUN
Delek US Holdings Inc. Common Stock,DK
Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,DKL
DraftKings Inc. Class A Common Stock,DKNG
Dick's Sporting Goods Inc Common Stock,DKS
China Distance Education Holdings Limited American Depositary Shares,DL
Delta Apparel Inc. Common Stock,DLA
Dolby Laboratories Common Stock,DLB
DLH Holdings Corp.,DLHC
Dynagas LNG Partners LP Common Units,DLNG
Dynagas LNG Partners LP,DLNG.PRA
Dynagas LNG Partners LP,DLNG.PRB
Dolphin Entertainment Inc. Common Stock,DLPN
Dolphin Entertainment Inc. Warrant,DLPNW
Digital Realty Trust Inc. Common Stock,DLR
Digital Realty Trust Inc.,DLR.PRC
Digital Realty Trust Inc.,DLR.PRJ
Digital Realty Trust Inc.,DLR.PRK
Digital Realty Trust Inc.,DLR.PRL
Duluth Holdings Inc. Class B Common Stock,DLTH
Dollar Tree Inc. Common Stock,DLTR
Deluxe Corporation Common Stock,DLX
DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,DLY
Desktop Metal Inc.,DM
Desktop Metal Inc.,DM.WS
DiaMedica Therapeutics Inc. Common Stock,DMAC
FT Cboe Vest U.S. Equity Deep Buffer ETF - May,DMAY
BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,DMB
BNY Mellon Municipal Income Inc. Common Stock,DMF
Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,DMLP
Western Asset Mortgage Opportunity Fund Inc. Common Stock,DMO
Digimarc Corporation Common Stock,DMRC
Digital Media Solutions Inc. Class A Ordinary Shares,DMS
Digital Media Solutions Inc. Warrants ,DMS.WS
DermTech Inc. Common Stock,DMTK
dMY Technology Group Inc. II Class A Common Stock,DMYD
dMY Technology Group Inc. II Units each consisting of one share of Class A common stock and one-third of one redeemable warrant,DMYD.U
dMY Technology Group Inc. II Redeemable Warrants,DMYD.WS
dMY Technology Group Inc. III Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,DMYI.U
dMY Technology Group Inc. Class A Common Stock,DMYT
dMY Technology Group Inc. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant,DMYT.U
dMY Technology Group Inc. Redeemable Warrants each whole warrant exercisable for one share of Class A Common Stock each at an exercise price of $11.50 per share,DMYT.WS
Dun & Bradstreet Holdings Inc. Common Stock,DNB
Phoenix Tree Holdings Limited American Depositary Shares each representing ten (10) Class A ordinary shares,DNK
Dunkin' Brands Group Inc. Common Stock,DNKN
Denali Therapeutics Inc. Common Stock,DNLI
Denison Mines Corp Ordinary Shares (Canada),DNN
FT Cboe Vest U.S. Equity Deep Buffer ETF - November,DNOV
NOW Inc. Common Stock,DNOW
DNP Select Income Fund Inc. Common Stock,DNP
Physicians Realty Trust Common Shares of Beneficial Interest,DOC
FT Cboe Vest U.S. Equity Deep Buffer ETF - October,DOCT
DocuSign Inc. Common Stock,DOCU
Dogness (International) Corporation Class A Common Stock,DOGZ
Domo Inc. Class B Common Stock,DOMO
BRP Inc. (Recreational Products) Common Subordinate Voting Shares,DOOO
Masonite International Corporation Ordinary Shares (Canada),DOOR
Dorman Products Inc. Common Stock,DORM
Dover Corporation Common Stock,DOV
Dow Inc. Common Stock ,DOW
Amdocs Limited Ordinary Shares,DOX
DouYu International Holdings Limited ADS,DOYU
Duff & Phelps Utility and Infrastructure Fund Inc.,DPG
DPW Holdings Inc. Common Stock,DPW
Domino's Pizza Inc Common Stock,DPZ
DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,DQ
Digirad Corporation Common Stock,DRAD
Digirad Corporation Series A Cumulative Perpetual Preferred Stock,DRADP
DRDGOLD Limited American Depositary Shares,DRD
Duke Realty Corporation Common Stock,DRE
Diamondrock Hospitality Company Common Stock,DRH
Diamondrock Hospitality Company,DRH.PRA
Darden Restaurants Inc. Common Stock,DRI
DarioHealth Corp. Common Stock,DRIO
DarioHealth Corp. Warrant,DRIOW
Dermavant Sciences Ltd.,DRMT
Dicerna Pharmaceuticals Inc. Common Stock,DRNA
Dril-Quip Inc. Common Stock,DRQ
DURECT Corporation Common Stock,DRRX
DIRTT Environmental Solutions Ltd. Common Shares,DRTT
Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,DRUA
Drive Shack Inc.,DS
Drive Shack Inc.,DS.PRB
Drive Shack Inc.,DS.PRC
Drive Shack Inc.,DS.PRD
Duddell Street Acquisition Corp. Class A Ordinary Shares,DSAC
Duddell Street Acquisition Corp. Unit,DSACU
Duddell Street Acquisition Corp. Warrant,DSACW
Duff & Phelps Select MLP and Midstream Energy Fund Inc.,DSE
FT Cboe Vest U.S. Equity Deep Buffer ETF - September,DSEP
Descartes Systems Group Inc. (The) Common Stock,DSGX
Daseke Inc. Common Stock,DSKE
Daseke Inc. Warrant,DSKEW
DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,DSL
BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,DSM
Innovator Double Stacker ETF - October,DSOC
DSP Group Inc. Common Stock,DSPG
Document Security Systems Inc. Common Stock,DSS
Diamond S Shipping Inc. Common Stock ,DSSI
Blackrock Debt Strategies Fund Inc. Common Stock,DSU
Deswell Industries Inc. Common Shares,DSWL
Diana Shipping inc. common stock,DSX
Diana Shipping inc.,DSX.PRB
Dynatrace Inc. Common Stock,DT
DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,DTB
DTE Energy Company Common Stock,DTE
DAVIDsTEA Inc. Common Stock,DTEA
DTF Tax-Free Income Inc. Common Stock,DTF
Precision BioSciences Inc. Common Stock,DTIL
DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,DTJ
Brookfield DTLA Inc.,DTLA.PR
DTE Energy Company 6.25% Corporate Units,DTP
Datasea Inc. Common Stock,DTSS
DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,DTW
DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,DTY
Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock,DUC
Duke Energy Corporation (Holding Company) Common Stock,DUK
Duke Energy Corporation,DUK.PRA
Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,DUKB
Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,DUKH
Fangdd Network Group Ltd. American Depositary Shares,DUO
Duos Technologies Group Inc. Common Stock,DUOT
DaVita Inc. Common Stock,DVA
Dynavax Technologies Corporation Common Stock,DVAX
Dover Motorsports Inc. Common Stock,DVD
Devon Energy Corporation Common Stock,DVN
Delwinds Insurance Acquisition Corp.,DWIN.U
Dawson Geophysical Company Common Stock,DWSN
Dynex Capital Inc. Common Stock,DX
Dynex Capital Inc.,DX.PRB
Dynex Capital Inc.,DX.PRC
DXC Technology Company Common Stock ,DXC
DexCom Inc. Common Stock,DXCM
Dunxin Financial Holdings Limited American Depositary Shares,DXF
Destination XL Group Inc. Common Stock,DXLG
DXP Enterprises Inc. Common Stock,DXPE
Daxor Corporation Common Stock,DXR
Dixie Group Inc. (The) Common Stock,DXYN
Dycom Industries Inc. Common Stock,DY
Dyadic International Inc. Common Stock,DYAI
Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,DYFN
Dyne Therapeutics Inc. Common Stock,DYN
Dynatronics Corporation Common Stock,DYNT
DZS Inc. Common Stock,DZSI
ENI S.p.A. Common Stock,E
Electronic Arts Inc. Common Stock,EA
Wells Fargo Income Opportunities Fund Common Shares,EAD
GrafTech International Ltd. Common Stock,EAF
Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,EAI
Eargo Inc. Common Stock,EAR
Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,EARN
Auris Medical Holding Ltd. Common Shares 0.01 SF (Bermuda),EARS
Eastside Distilling Inc. Common Stock,EAST
Brinker International Inc. Common Stock,EAT
Eventbrite Inc. Class A Common Stock,EB
eBay Inc. Common Stock,EBAY
eBay Inc. 6.0% Notes Due 2056,EBAYL
Eastern Bankshares Inc. Common Stock,EBC
Ennis Inc. Common Stock,EBF
Ebix Inc. Common Stock,EBIX
Eagle Bancorp Montana Inc. Common Stock,EBMT
Ebang International Holdings Inc. Class A Ordinary Shares,EBON
Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),EBR
Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share),EBR.B
